CNPJ/CPF Remetente;Remetente;CNPJ/CPF Destinatario;Destinatario;CTRC;Nota Fiscal/Nro Coleta;Nro Pedido;Data Inclusao;Cidade Destino;UF Destino;Unidade;Data/Hora da Ocorrencia;Situacao;Empresa;Detalhe;Data Entrega;Previsao de Entrega;CTe
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;33.663.683/0053-47;HOSP. UNIVER FEDERAL RIO DE JANEIRO;7141669117;1 110128;;29/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;06/09/22 13:37;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663231005003995</u></a> - VIA API.;30/08/22;31/08/22;32220808860184000171570020001663231005003995 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.429/0174-29;COMANDO DA AERONAUTICA;7141669222;1 110203;;29/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;06/09/22 13:37;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663381005004102</u></a> - VIA API.;30/08/22;31/08/22;32220808860184000171570020001663381005004102 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.342.878/0002-38;UNIMED DE F. DE S.C. DE TRABALHO ME;7141689801;1 110316;;31/08/22;FEIRA DE SANTANA;BA;FEIRA DE SANTANA / BA;06/09/22 10:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 06/09/22 10:00H E FOI RECEBIDO POR THIAGO MACHADO  DOC N.: CARIMBO.;06/09/22;06/09/22;32220808860184000171570020001683891005068460 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.544/0204-53;MINIST.SAUDE/ HOSPITAL FEDERAL DA LAGOA/RJ;7141689843;1 110309;;31/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;06/09/22 12:12;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001683881005068500</u></a> - VIA API.;01/09/22;02/09/22;32220808860184000171570020001683881005068500 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.544/0211-82;HOSP. FEDERAL SERVIDORES PUBLICOS ESTADO;7141689827;1 110372;;31/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;06/09/22 11:55;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001683931005068489</u></a> - VIA API.;01/09/22;02/09/22;32220808860184000171570020001683931005068489 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.502/0342-00;COMANDO DA MARINHA/ CENTRO DE OBT. MARINHA DO RIO DE JANEIRO;7141637762;1 109921;;24/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;06/09/22 11:18;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001632421004909156</u></a> - VIA API.;26/08/22;26/08/22;32220808860184000171570020001632421004909156 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;29.203.873/0001-83;AMO SUDOESTE LTDA;7141711725;1 110456;;02/09/22;VITORIA DA CONQUISTA;BA;VITORIA DA CONQUISTA / BA;05/09/22 10:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 05/09/22 10:00H E FOI RECEBIDO POR MARCOS GABRIEL  DOC N.: CARIMBO.;05/09/22;08/09/22;32220908860184000171570020001705961005132504 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;32.690.668/0001-02;SECRETARIA DE ESTADO DE POLICIA MILITAR - SEPM;7141669231;1 110191;;29/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;06/09/22 09:14;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001663251005004112</u></a> - VIA API.;31/08/22;31/08/22;32220808860184000171570020001663251005004112 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;33.540.014/0001-57;UNIVERSIDADE DO ESTADO DO RIO;7141677543;1 110245;;30/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;06/09/22 09:09;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001671571005031028</u></a> - VIA API.;31/08/22;01/09/22;32220808860184000171570020001671571005031028 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.126.437/0036-73;EBSERH/ HOSPITAL UNIVERSITARIO ANTONIO PEDRO;7141637657;1 109942;;24/08/22;NITEROI;RJ;CARIACICA / ES;06/09/22 08:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001632391004909037</u></a> - VIA API.;26/08/22;26/08/22;32220808860184000171570020001632391004909037 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;29.135.795/0002-08;UNIMED N. FRIBURGO SOC COOP DE SERV MED E HOSPITALARES LTDA;7141415506;1 108614;;25/07/22;NOVA FRIBURGO;RJ;CARIACICA / ES;06/09/22 08:45;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220708860184000171570020001410301004230453</u></a> - VIA API.;27/07/22;28/07/22;32220708860184000171570020001410301004230453 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;29.135.795/0002-08;UNIMED N. FRIBURGO SOC COOP DE SERV MED E HOSPITALARES LTDA;7141414844;1 108613;;25/07/22;NOVA FRIBURGO;RJ;CARIACICA / ES;06/09/22 08:45;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220708860184000171570020001409821004229782</u></a> - VIA API.;27/07/22;28/07/22;32220708860184000171570020001409821004229782 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;14.349.740/0002-23;SANTA CASA DE MISERICORDIA DE ITABUNA;7141618725;1 109856;;22/08/22;ITABUNA;BA;CARIACICA / ES;05/09/22 14:18;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612491004849554</u></a> - VIA API.;24/08/22;25/08/22;32220808860184000171570020001612491004849554 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;04.603.755/0001-31;ONCOBAHIA SERV MED HOSP ONCOLOGIA;7141587994;1 109619;;17/08/22;FEIRA DE SANTANA;BA;CARIACICA / ES;05/09/22 11:57;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001581851004754110</u></a> - VIA API.;19/08/22;23/08/22;32220808860184000171570020001581851004754110 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.648.728/0001-00;ION - INST.DE ONCOLOG.DA BAHIA LTDA;7141566237;1 109489;;15/08/22;FEIRA DE SANTANA;BA;CARIACICA / ES;05/09/22 11:53;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001560771004686895</u></a> - VIA API.;17/08/22;19/08/22;32220808860184000171570020001560771004686895 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;25.244.661/0002-74;CENTRO MEDICO DE ESPECIALIDADES, TERAPIAS E DIAGNOSTICOS CAP;7141698893;1 110429;;01/09/22;LINHARES;ES;LINHARES / ES;05/09/22 10:47;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE - INFORMADA ATRAVES DA CHAVE 32220908860184000171570020001692881005095330 - SSWMOBILE.;05/09/22;05/09/22;32220908860184000171570020001692881005095330 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;17.180.725/0001-01;AMO ILHEUS  ASS MULTIDISCIPLINAR EM ONCOLOGIA;7141618601;1 109823;;22/08/22;ILHEUS;BA;CARIACICA / ES;05/09/22 10:11;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612441004849434</u></a> - VIA API.;24/08/22;25/08/22;32220808860184000171570020001612441004849434 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;02.623.693/0001-02;NUCLEO DE HEMATOLOGIA E TRANSPLANTE DE MEDULA OSSEA DE MINAS;7141618521;1 109819;;22/08/22;BELO HORIZONTE;MG;CARIACICA / ES;05/09/22 09:38;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612431004849356</u></a> - VIA API.;24/08/22;25/08/22;32220808860184000171570020001612431004849356 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;7141463683;1 108856;;01/08/22;BELO HORIZONTE;MG;CARIACICA / ES;05/09/22 09:07;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001459461004378770</u></a> - VIA API.;02/08/22;04/08/22;32220808860184000171570020001459461004378770 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;17.200.429/0001-25;FUNDACAO BENJAMIN GUIMARAES;7141514768;1 109233;;08/08/22;BELO HORIZONTE;MG;CARIACICA / ES;05/09/22 08:57;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001509131004532795</u></a> - VIA API.;09/08/22;11/08/22;32220808860184000171570020001509131004532795 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;7141514610;1 109187;;08/08/22;BELO HORIZONTE;MG;CARIACICA / ES;05/09/22 08:57;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001509201004532587</u></a> - VIA API.;09/08/22;11/08/22;32220808860184000171570020001509201004532587 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;012815;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;012737;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;COLETA REALIZADA PELO VEICULO MRY1L35. CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;012661;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;012574;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;012499;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;012422;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;012346;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;012260;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;COLETA REALIZADA PELO VEICULO MRY1L35. CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;012182;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;012105;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;012017;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;011945;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;011874;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;ONCOVIT DISTRIBUIDORA DE MEDICAMENTOS LTDA;17.513.235/0002-60;ASSOCIACAO MARIO PENNA HOSP.LUXEMBU;;011790;;;;;CARIACICA / ES;02/09/22 19:49;;AGB;CTRC GERADO: 714 171172-5.;;; 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.170.723/0005-30;LIGA ALVARO BAHIA CONTRA A MORT INFANTIL;7141689665;1 110322;;31/08/22;FEIRA DE SANTANA;BA;FEIRA DE SANTANA / BA;02/09/22 18:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 02/09/22 18:00H E FOI RECEBIDO POR CARLOS OLIVEIRA  DOC N.: 242469.;02/09/22;06/09/22;32220808860184000171570020001683841005068307 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.170.723/0005-30;LIGA ALVARO BAHIA CONTRA A MORT INFANTIL;7141689665;1 110324;;31/08/22;FEIRA DE SANTANA;BA;FEIRA DE SANTANA / BA;02/09/22 18:00;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 02/09/22 18:00H E FOI RECEBIDO POR CARLOS OLIVEIRA  DOC N.: 242469.;02/09/22;06/09/22;32220808860184000171570020001683841005068307 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;28.964.252/0001-50;FUNDACAO BENEDITO PEREIRA NUNES;7141618326;1 109836;;22/08/22;CAMPOS DOS GOYTACAZES;RJ;CARIACICA / ES;02/09/22 14:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612591004849151</u></a> - VIA API.;23/08/22;24/08/22;32220808860184000171570020001612591004849151 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;01.579.840/0001-13;ONCOBEDA SERVICOS MEDICOS LTDA - ME;7141618385;1 109810;;22/08/22;CAMPOS DOS GOYTACAZES;RJ;CARIACICA / ES;02/09/22 14:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612611004849214</u></a> - VIA API.;23/08/22;24/08/22;32220808860184000171570020001612611004849214 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;28.964.252/0001-50;FUNDACAO BENEDITO PEREIRA NUNES;7141618326;1 109838;;22/08/22;CAMPOS DOS GOYTACAZES;RJ;CARIACICA / ES;02/09/22 14:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612591004849151</u></a> - VIA API.;23/08/22;24/08/22;32220808860184000171570020001612591004849151 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;28.964.252/0001-50;FUNDACAO BENEDITO PEREIRA NUNES;7141618326;1 109837;;22/08/22;CAMPOS DOS GOYTACAZES;RJ;CARIACICA / ES;02/09/22 14:50;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612591004849151</u></a> - VIA API.;23/08/22;24/08/22;32220808860184000171570020001612591004849151 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;17.298.509/0001-65;CTRO DE ONC.E PESQ.INT.COPI EIRELI;7141637631;1 109952;;24/08/22;COLATINA;ES;CARIACICA / ES;02/09/22 12:10;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001632381004909005</u></a> - VIA API.;25/08/22;26/08/22;32220808860184000171570020001632381004909005 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;17.180.725/0001-01;AMO ILHEUS  ASS MULTIDISCIPLINAR EM ONCOLOGIA;7141587960;1 109673;;17/08/22;ILHEUS;BA;CARIACICA / ES;02/09/22 10:19;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001581811004754073</u></a> - VIA API.;19/08/22;22/08/22;32220808860184000171570020001581811004754073 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.843.896/0001-12;FUNDO MUNICIPAL DE SAUDE DE TEIXEIRA DE FREITAS;7141689738;1 110349;;31/08/22;TEIXEIRA DE FREITAS;BA;TEIXEIRA DE FREITAS / BA;01/09/22 10:02;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 01/09/22 10:02H RECEBIDO POR NILTON CESAR, PARENTESCO: NDA - INFORMADA ATRAVES DA CHAVE 32220808860184000171570020001683871005068384 - SSWMOBILE  DOC N.: 00250705511.;01/09/22;02/09/22;32220808860184000171570020001683871005068384 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.843.896/0001-12;FUNDO MUNICIPAL DE SAUDE DE TEIXEIRA DE FREITAS;7141689738;1 110350;;31/08/22;TEIXEIRA DE FREITAS;BA;TEIXEIRA DE FREITAS / BA;01/09/22 10:02;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 01/09/22 10:02H RECEBIDO POR NILTON CESAR, PARENTESCO: NDA - INFORMADA ATRAVES DA CHAVE 32220808860184000171570020001683871005068384 - SSWMOBILE  DOC N.: 00250705511.;01/09/22;02/09/22;32220808860184000171570020001683871005068384 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.227.038/0001-43;SANTA CASA MISERICORDIA FEIRA;7141669214;1 110187;;29/08/22;FEIRA DE SANTANA;BA;FEIRA DE SANTANA / BA;01/09/22 11:56;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 01/09/22 11:56H RECEBIDO POR ALEXANDRE DE LIMA, PARENTESCO: FUNCIONARIO - INFORMADA ATRAVES DA CHAVE 32220808860184000171570020001663311005004098 - SSWMOBILE  DOC N.: CARIMBO.;01/09/22;02/09/22;32220808860184000171570020001663311005004098 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.227.038/0001-43;SANTA CASA MISERICORDIA FEIRA;7141669214;1 110188;;29/08/22;FEIRA DE SANTANA;BA;FEIRA DE SANTANA / BA;01/09/22 11:56;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 01/09/22 11:56H RECEBIDO POR ALEXANDRE DE LIMA, PARENTESCO: FUNCIONARIO - INFORMADA ATRAVES DA CHAVE 32220808860184000171570020001663311005004098 - SSWMOBILE  DOC N.: CARIMBO.;01/09/22;02/09/22;32220808860184000171570020001663311005004098 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.420.617/0003-70;GEM ASSISTENCIA MEDICA ESPECIALIZADA SA;7141637746;1 109986;;24/08/22;SALVADOR;BA;CARIACICA / ES;01/09/22 09:46;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001632411004909132</u></a> - VIA API.;26/08/22;29/08/22;32220808860184000171570020001632411004909132 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.420.617/0003-70;GEM ASSISTENCIA MEDICA ESPECIALIZADA SA;7141637746;1 109987;;24/08/22;SALVADOR;BA;CARIACICA / ES;01/09/22 09:46;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001632411004909132</u></a> - VIA API.;26/08/22;29/08/22;32220808860184000171570020001632411004909132 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;11.470.358/0001-02;CENTRO HOSPITALAR SAO FRANCISCO LTDA;7141618687;1 109759;;22/08/22;PETROLINA;PE;CARIACICA / ES;01/09/22 09:06;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612451004849512</u></a> - VIA API.;25/08/22;29/08/22;32220808860184000171570020001612451004849512 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.420.617/0003-70;GEM ASSISTENCIA MEDICA ESPECIALIZADA SA;7141628917;1 109917;;23/08/22;SALVADOR;BA;CARIACICA / ES;01/09/22 09:00;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001623601004880548</u></a> - VIA API.;25/08/22;26/08/22;32220808860184000171570020001623601004880548 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;60.922.168/0010-77;ASSOCIACAO CONGREGACAO DESANTA CATARINA;7141669206;1 110079;;29/08/22;TERESOPOLIS;RJ;TERESOPOLIS / RJ;01/09/22 08:15;MERCADORIA ENTREGUE;AGB;MERCADORIA ENTREGUE EM 01/09/22 08:15H E FOI RECEBIDO POR ALEXANDRO.;01/09/22;01/09/22;32220808860184000171570020001663241005004085 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;35.988.963/0007-15;UNIMED NORTE CAPIXABA COOPERATIVA DE TRABALHO MEDICO;7141546635;1 109401;;11/08/22;LINHARES;ES;CARIACICA / ES;31/08/22 15:30;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001541741004628598</u></a> - VIA API.;12/08/22;15/08/22;32220808860184000171570020001541741004628598 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;07.528.341/0001-83;ONCOLOGIA VALE DO SAO FRANCISCO LTDA;7141566202;1 109466;;15/08/22;PETROLINA;PE;CARIACICA / ES;31/08/22 14:43;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001560761004686715</u></a> - VIA API.;18/08/22;22/08/22;32220808860184000171570020001560761004686715 
